"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue"
-121.42,38.6,23,3713,1078,2194,1018,1.7451,89600
-119.69,34.44,41,1989,271,666,269,6.8406,500001
-117.37,34.13,18,5877,1043,3114,1002,4.0294,133200
-117.36,33.2,19,2129,562,1323,525,2.9539,169900
-117.43,33.96,28,3747,651,2399,646,3.8682,116500
-119.11,34.17,37,470,105,522,83,2.0368,243800
-117.89,33.61,16,2413,559,656,423,6.3017,350000
-120.15,39.36,9,2254,400,694,243,5.6856,138100
-118.27,34.02,39,2004,633,3050,621,1.875,127300
-117.03,32.79,17,7352,1699,3331,1634,2.7006,166300
-122.91,39.03,14,2374,557,723,427,1.3532,95800
-118.08,33.82,30,2636,652,3412,649,2.8095,118300
-117.08,32.91,9,1547,218,683,231,7.5604,327900
-117.19,32.8,16,2593,794,1235,684,3.1304,166300
-118.36,33.91,42,1949,422,1184,423,4.3333,225600
-118.36,33.99,35,3702,648,1449,614,5.3194,313700
-121.98,37.35,41,1150,249,729,260,3.5491,261100
-120.98,38.34,27,3471,653,1793,600,3.5508,99100
-119.17,34.22,29,4188,816,2783,790,4.1949,197100
-118.53,34.23,27,2131,543,1065,528,3.2404,230400
-120.08,36.34,18,1524,414,2030,356,2.1153,112500
-118.24,33.96,30,859,221,912,191,1.9041,105100
-121.38,38.6,36,1249,159,362,143,6.8469,446400
-122.18,37.91,31,7200,876,2428,843,10.9405,500001
-121.92,38.57,10,1320,246,898,228,1.9327,193800
-119.23,34.27,22,3536,615,1650,612,4.2381,229300
-117.89,33.73,33,1308,375,2175,347,3.0824,177400
-118.37,33.92,39,1073,206,556,204,4.8611,245600
-118.45,34.18,34,1843,442,861,417,3.6875,246400
-121.97,37.34,33,3162,722,1553,686,3.6682,266100
-122.01,37.27,28,3825,473,1415,480,10.675,500001
-118.44,34.22,36,1191,266,718,248,3.4612,178800
-122.68,38.48,15,1575,262,716,259,5.3409,244600
-118.08,34.14,45,2923,604,1903,560,3.1729,218700
-118.35,33.85,34,1770,291,916,289,5,354200
-120.46,37.51,22,2704,497,1432,399,2.9,83100
-117.9,34.13,25,3076,856,2868,752,2.6619,117600
-122.18,37.76,37,1575,358,933,320,2.2917,107000
-117.93,34.04,23,6361,1168,4580,1109,4.9342,181000
-117.95,33.86,35,2375,439,1343,424,4.53,193500
-118.1,33.89,34,2242,436,1483,443,4.4934,185600
-118.32,33.97,52,1590,302,844,295,2.7139,164900
-122.89,39.42,16,411,114,26,19,0.4999,73500
-119.39,34.32,19,3238,629,1195,443,4.8472,500001
-120.29,36.88,34,1391,297,943,281,2.4219,83900
-122.4,37.78,32,352,132,313,105,2.5742,350000
-117.07,32.64,38,1486,269,745,295,4.6477,150400
-118.13,33.83,45,3087,574,1474,567,5.5196,227600
-117.83,33.68,4,3226,838,1666,800,4.1652,184500
-121.72,38.8,36,1069,228,567,190,1.9559,78400
-119.14,34.29,17,2754,577,1349,533,3.1618,154200
-119.31,36.33,46,1636,338,772,332,2.425,84900
-122.31,38.31,32,2577,458,1172,447,3.8796,175500
-115.59,32.96,17,841,146,473,154,3.1979,113500
-118.29,34.18,36,3120,620,1441,612,3.9041,320400
-117.89,33.82,24,1268,210,700,224,5.0605,216200
-117.36,33.99,42,1178,261,804,283,2.9688,92900
-121.81,37.27,22,2996,695,2169,607,4.3438,209700
-118.13,33.81,37,1228,237,572,242,4.325,223900
-118.32,33.96,47,1297,292,704,264,3.3214,166500
-118.27,33.81,42,865,208,811,218,3.8621,165300
-119.02,35.32,14,2927,588,1821,561,3.3529,82600
-121.39,36.16,28,1057,249,288,130,3.0526,146900
-121.04,37.67,16,19,19,166,9,0.536,162500
-117.56,34.42,6,4264,749,2005,666,3.4695,138800
-118.41,34.02,24,2610,756,1322,692,3.5022,281300
-118.08,34.11,42,2628,525,1494,523,3.9464,257200
-119.04,35.31,11,2161,371,1267,388,4.1957,92700
-122.43,37.74,52,1514,314,724,301,5.3292,300900
-117.76,33.72,11,4508,618,1993,573,10.4498,386100
-117.25,32.8,32,1601,468,731,429,2.5568,258300
-121.02,37.66,36,3495,641,1688,684,3.1568,109900
-121.24,38,25,1471,300,721,304,2.4688,126800
-121.49,37.94,31,1860,394,1848,293,2.2891,162500
-118.04,33.85,24,2233,347,1162,355,5.6094,279200
-118.07,33.87,18,3405,556,1945,509,5.7652,299100
-118.31,34.26,38,2264,460,1124,388,4.2685,189600
-120.9,39.93,23,2679,546,1424,529,2.8812,81900
-118.26,33.78,36,2191,739,2931,692,2.1311,163100
-118.96,35.37,32,1025,259,874,236,1.9612,53400
-118.25,34.11,52,125,42,99,40,3.4375,170000
-118.42,34.25,36,1430,331,1502,312,3.6292,145200
-122.03,37.18,10,212,38,78,21,6.0622,390000
-117.74,34.05,27,852,237,1024,221,2.1141,110900
-118.38,34.21,38,1363,395,1798,405,2.3182,171200
-117.97,34.06,34,3580,684,2786,636,4.0469,166800
-117.26,32.85,30,3652,499,978,462,8.2374,500001
-117.85,34.06,24,3128,497,1406,472,7.5286,462700
-117.77,33.71,5,4050,584,1986,598,7.5847,375700
-118.38,34.18,24,1983,651,2251,574,2.4792,2e+05
-122.15,37.44,52,1400,217,522,227,4.9861,500001
-119.57,37.94,17,346,130,51,20,3.4861,137500
-117.86,33.75,39,275,87,554,103,3.5972,158000
-122.43,40.47,16,3552,704,1801,658,2.1496,97700
-121.98,37.32,17,9789,2552,4748,2206,4.2531,279800
-118.3,33.95,35,1182,305,977,283,1.5898,94000
-119.05,35.36,30,4635,800,2307,754,3.6548,84700
-117.17,32.77,6,3856,875,1547,816,4.5481,164800
-122.44,37.67,35,1814,365,1025,384,4.425,268400
-119.65,36.34,47,1869,357,832,315,3.0846,76100
-120.49,37.32,10,1275,255,620,240,3.0263,118300
-117.55,33.95,17,3196,444,1581,462,5.9333,229400
-122.75,38.43,36,1599,345,1086,314,2.6667,149100
-116.89,33.75,23,2719,538,930,485,2.0154,81700
-121.29,38.6,29,1276,225,600,223,4.0938,109100
-121.83,37.3,17,1299,211,825,217,4.5,235800
-119.78,36.37,41,831,149,443,146,3.1406,1e+05
-118.35,33.91,26,2159,523,1331,520,3.87,264500
-122.42,37.74,52,2084,550,1438,516,2.3087,258600
-117.71,34.12,20,11250,1893,4952,1859,5.6785,239500
-118.03,33.81,26,3635,567,1779,543,5.7089,237400
-122.06,37.9,25,5869,1685,2669,1554,2.6998,216100
-119.05,34.21,27,4357,926,2110,876,3.0119,218200
-116.92,32.77,16,2770,406,1269,429,6.6783,275000
-118.51,34.14,28,6748,904,2431,876,12.8879,500001
-121.29,37.96,50,1669,558,1340,484,1.3191,92300
-120.64,35.26,21,3298,716,1862,687,2.1507,221500
-117.98,33.68,14,3396,477,1542,472,7.3982,369100
-122.05,37.34,34,2515,401,1079,399,7.7865,423900
-122.26,37.51,29,3703,1075,1611,1025,2.7075,323800
-118.41,33.88,34,1471,308,498,264,7.0842,500001
-117.7,33.51,2,5261,763,1460,599,6.8279,279000
-121.44,38.61,41,1404,313,765,330,1.8792,63300
-122.31,37.52,35,1817,262,659,262,6.8336,457200
-114.57,33.52,27,173,35,117,34,2.0833,45000
-118.15,33.77,41,3448,896,1621,838,4.5,339800
-118.27,34.08,38,2265,801,2899,792,2.5521,157500
-118.16,33.91,35,1403,338,1415,367,3.0967,144000
-121.83,36.6,30,2748,502,1491,535,4.3472,185000
-122.56,41.53,29,1729,355,848,328,2.2024,60900
-117.24,34.04,4,4289,682,1981,705,5.3366,165100
-119.83,36.78,30,3162,640,1660,639,2.8359,80300
-118.06,33.97,39,1639,300,988,309,3.9612,175800
-116.86,33.73,13,2604,443,978,417,2.933,170700
-119.08,35.35,20,892,129,331,135,7.1837,176300
-121.48,38.55,52,2216,333,714,327,4.8603,191900
-118.14,34.17,40,1054,251,1056,276,2.3,146700
-117.65,33.65,15,3485,519,1740,485,6.7543,251900
-118.4,34.21,30,2453,544,1753,506,2.9803,191500
-121.23,38.09,23,633,91,236,83,6.4562,230000
-118.32,33.85,42,3146,770,1859,740,3.5073,234800
-118.1,33.94,33,639,129,460,118,3.1607,189000
-117.65,34.1,30,1461,341,1014,345,2.4667,106000
-115.57,32.8,16,1307,359,961,327,1.1853,72600
-117.88,33.77,31,2549,355,1044,362,6.9737,288800
-121,37.71,52,102,23,35,33,2.25,175000
-122.35,37.58,26,854,246,396,231,2.8393,375000
-121.91,36.85,22,2442,624,1301,290,3.1563,3e+05
-121.37,38.42,18,2643,502,1755,541,3.3281,91200
-121.33,38.62,19,1853,415,772,397,2.2574,135800
-122.26,37.5,44,6983,1131,2818,1115,5.6271,374800
-121.31,36.42,21,2740,615,2630,564,2.6629,102700
-118.4,33.9,34,2674,435,1087,431,7.3151,492200
-124.17,40.78,39,1606,330,731,327,1.6369,68300
-117.35,33.97,27,3960,886,2807,838,3.024,122500
-118.37,33.85,34,2415,404,1278,414,6.1599,341200
-117.77,33.51,29,3590,772,1070,603,4.4464,500001
-117.81,33.67,8,2440,502,1113,483,4.6019,242500
-117.11,33.19,15,3154,488,1656,429,5.0461,222400
-121.92,37.34,42,2101,524,1212,526,3.6389,239200
-118.95,35.32,29,3480,608,2007,541,3.2738,78700
-117.63,33.38,12,5744,1054,2104,847,5.1482,500001
-121.92,37.96,14,5332,884,2093,839,5.2798,237400
-118.12,34.17,37,2705,676,1551,608,2.2692,225000
-118.14,34.01,42,1973,510,1841,502,2.5326,156500
-118.4,34.03,43,1006,201,520,199,6.5669,372800
-121.28,38.77,6,3819,550,1738,587,5.8718,201400
-119.72,36.8,15,3045,689,1340,588,3.1953,85700
-118.02,34.14,34,1077,257,478,199,2.6316,252800
-122.14,37.73,51,2619,403,922,393,4.6042,251900
-119.08,35.32,8,11609,2141,5696,2100,5.0012,106300
-118.41,33.96,15,412,128,310,137,3.9792,266700
-119.3,36.57,32,728,136,461,149,3.0156,109100
-118.39,34.05,25,2814,701,1139,658,4.0153,460000
-117.11,32.69,39,395,159,620,162,2.725,86500
-122.04,37.34,20,4475,1048,2271,1021,4.8836,396200
-120.26,37.11,33,1097,254,627,253,1.2794,50700
-119.43,36.63,25,1784,312,904,303,3.625,107600
-121.9,37.35,42,2082,626,1396,610,3.25,185300
-120.46,34.66,5,2904,702,1302,618,3.0081,135200
-117.28,33.22,13,2832,542,1065,531,2.3844,98600
-117.3,34.39,11,3572,592,1876,507,3.6615,105100
-118.12,34.06,17,5137,1614,4945,1535,2.4599,181600
-122.71,38.45,48,3118,561,1275,530,3.455,222100
-118.2,34.03,37,1583,392,1776,377,2.7266,140800
-118.25,34.02,33,1676,525,2564,515,2.1957,100800
-118.06,33.84,20,5643,1231,3841,1195,4.0542,168400
-122.28,37.9,52,2318,328,779,312,7.1754,362900
-118.12,34.17,52,2948,542,1363,495,4.7098,287900
-122.29,40.44,30,1270,365,840,324,1.3904,48100
-119.18,34.26,22,2334,359,1298,363,5.5275,228900
-121.49,39.49,20,2505,468,1174,429,2.9965,88900
-117.63,34.09,8,3557,890,2251,765,2.6818,114100
-117.98,34.13,37,1447,309,1279,290,4.0083,142900
-118.16,34.07,47,2994,543,1651,561,3.8644,241500
-121.88,37.3,42,1867,398,927,389,4.325,247000
-118.15,33.93,30,3096,628,1676,587,4.6583,207300
-118.62,34.06,25,3546,584,1530,601,7.4001,500001
-121.42,38.63,42,2217,536,1203,507,1.9412,73100
-118.99,35.37,36,832,198,814,174,1.4773,57400
-118.32,33.91,34,3041,677,1920,640,4.5304,181300
-118.1,34.06,31,2852,740,3100,725,2.9524,178800
-120.98,39.93,25,2220,511,912,449,1.8914,87800
-117.08,32.7,36,2103,390,1279,392,2.4135,97000
-121.97,37.56,13,8918,1823,4518,1772,4.8052,254000
-120.42,34.95,33,3404,711,1579,639,3.1078,146700
-120.61,37.32,18,5009,826,2497,805,4.25,146300
-120.78,38.74,28,4236,877,2008,881,2.1603,111300
-120.01,38.91,27,968,191,283,143,2.0938,94400
-117.91,34.02,17,5973,1384,4349,1229,3.2799,199300
-117.33,34.04,18,1837,388,727,336,2.5187,116700
-117.31,33.16,17,1704,263,781,281,5.6605,224400
-118.02,33.8,16,2956,393,1379,429,8.4952,359600
-122.04,37.6,17,3314,638,1873,602,4.3875,238500
-117.62,34.08,24,2801,554,2064,529,4.4946,136000
-121.06,38.88,17,7635,1284,3096,1227,4.2917,184300
-117.66,34.15,20,2524,311,965,285,8.0103,395500
-120.45,34.64,27,2696,622,1322,543,3.0352,135400
-117.06,32.6,25,1075,238,434,234,1.7472,94600
-118.47,34.2,20,3939,1143,2475,1002,2.9025,229100
-117.92,33.79,26,2737,614,1877,606,2.8622,184300
-120.63,38.73,11,4577,836,1944,700,4.0675,140200
-117.62,33.43,24,1296,384,850,367,2.7545,231300
-122.11,37.41,27,5110,1599,2764,1482,3.4198,351900
-118.34,33.98,47,2649,684,2374,607,2.3882,137700
-121.94,37.25,16,3942,749,1894,737,5.2894,332800
-117.1,33.07,16,2402,336,1080,365,8.6803,347300
-117.76,33.7,12,4025,574,2042,588,7.9125,344900
-116.62,32.86,18,4115,847,2032,745,4.0159,169100
-117.9,33.71,16,4208,630,2592,662,6.1966,260500
-117.96,34.14,33,1994,405,993,403,3.766,163900
-122.07,37.63,27,2784,723,2028,693,2.4808,157600
-118.95,35.38,35,2220,388,906,373,3.5938,95200
-121.82,37.39,37,4137,636,1569,578,6.1008,286200
-118.34,34.07,52,2066,319,981,297,5.8632,450000
-122.08,37.36,28,2181,284,728,238,8.2266,500001
-118.1,33.84,36,690,109,316,104,3.7813,209100
-122.21,37.38,28,4518,578,1489,559,11.3176,500001
-122.04,36.98,33,797,125,385,133,6.7974,367600
-118.46,33.97,18,9430,2473,3408,2003,6.1726,500001
-118.19,35.05,14,2992,573,1631,526,3.7452,83200
-122.13,37.68,44,2147,399,1175,401,4.1974,179300
-118.42,33.97,44,1462,240,562,237,4.9375,365200
-117.93,33.91,24,1698,297,676,273,5.2017,364600
-122.48,37.78,52,2910,611,1508,515,3.5865,311400
-118.42,34.18,40,1013,150,449,166,5.7143,382400
-118.36,34.08,45,2195,483,1265,455,3.3864,397900
-115.54,32.79,23,1712,403,1370,377,1.275,60400
-119.8,36.8,43,1951,288,725,308,6.3359,169300
-118.14,34.17,34,2384,604,2073,540,2.3062,158000
-117.25,34.07,21,3067,706,2140,687,2.4432,78800
-121.43,36.5,14,1835,468,1867,461,2.3879,129800
-117.17,32.81,26,788,127,346,125,5.0603,185700
-118.14,34.16,36,2973,807,2846,784,2.6217,156300
-118.53,34.04,45,1711,264,735,261,9.1078,500001
-121.46,38.56,52,1750,372,764,369,2.9191,111800
-119.78,36.8,34,2200,493,1243,431,1.8514,66500
-117.26,32.96,36,1721,264,710,282,10.1768,500001
-120.99,39.04,17,2289,450,1182,397,2.3696,166800
-117.27,34.39,6,6988,1121,3660,1092,4.2224,125700
-118.4,34.03,24,1101,318,491,287,3.2222,319400
-118.32,33.89,34,2675,560,1270,492,4.5053,242000
-122.01,37.39,36,1976,361,1348,371,5.6447,252600
-117.81,33.88,19,2265,283,904,279,9.2327,461300
-118.44,34.21,37,1665,335,1011,343,4.8703,185100
-117.98,33.89,18,2939,437,1278,435,7.1425,393700
-121.13,38.37,10,1034,153,478,155,7.0326,241100
-118.75,34.27,25,3371,502,1717,506,6.1253,225000
-117.96,33.66,19,5925,744,2302,729,7.5699,333300
-117.25,32.81,32,2402,551,1020,532,3.3942,307400
-122.64,38.95,28,1503,370,522,268,1.2029,68900
-118.03,34.07,37,1091,269,905,242,3.1042,152000
-118.12,34.6,33,2189,497,1459,443,2.3958,94500
-118.28,34,42,855,284,890,247,1.2778,112500
-117.87,33.77,52,2512,356,978,365,8.0784,320300
-117.95,34.05,35,1309,276,1113,253,4.375,156500
-118.25,34.13,52,322,88,229,89,2.125,243800
-118.85,34.2,28,2040,297,848,280,6.7612,323700
-121.3,38.51,19,822,134,457,133,4.15,157500
-118.55,34.19,36,978,170,475,192,4.675,222500
-122.07,37.67,38,2104,409,1039,394,3.875,165300
-122.08,37.95,33,1043,157,425,148,4.8702,235600
-118.3,34.06,21,3960,1490,3468,1335,1.8214,475000
-118.34,34.09,37,1442,501,998,503,2.4432,2e+05
-118.31,34.16,38,2347,665,1317,547,3.2112,349300
-117.06,32.57,18,1384,311,1429,287,1.3362,95000
-117.96,34.04,35,1141,212,924,212,3.1591,148300
-116.29,33.74,6,12991,2555,4571,1926,4.7195,199300
-119.26,36.61,33,560,90,310,113,2.5417,118800
-117.68,33.57,2,10008,1453,3550,1139,10.1122,500001
-122.06,37.4,21,12855,3226,7273,3052,4.3351,267400
-118.32,34.08,52,1164,257,575,251,3.125,380400
-117.13,32.73,52,1911,415,777,412,2.2429,221100
-120.37,40.17,21,789,141,406,146,2.1198,73500
-118.12,33.88,36,1083,218,557,210,3.0795,218400
-117.37,34.08,17,2029,404,1190,437,2.9554,115000
-118.29,34.08,25,2459,823,2635,763,2.4,173900
-121.93,38.01,9,2294,389,1142,365,5.3363,160800
-117.12,33.52,4,30401,4957,13251,4339,4.5841,212300
-118.35,33.91,25,1884,554,1337,549,2.8512,272800
-121.92,37.29,34,943,135,378,139,5.1765,344600
-119.54,36.7,20,1815,375,1665,357,2.2448,58900
-121.64,36.74,30,2628,444,1372,432,4.1696,175000
-117.95,33.68,26,2249,344,1311,373,5.0287,265000
-118.18,34.1,10,1940,445,763,412,4.975,166700
-119.46,35.17,40,4164,812,1998,773,2.8323,50800
-117.95,33.81,24,2749,498,1367,460,4.025,240700
-116.01,33.51,24,2985,958,4042,905,1.7344,66400
-117.22,33.87,16,56,7,39,14,2.625,500001
-117.24,33.38,16,2792,525,1696,516,3.668,171200
-118.27,33.98,30,1966,584,2028,535,1.625,101500
-121.44,38.46,10,4446,897,2499,884,3.5461,103600
-116.98,32.75,18,1519,369,802,347,2.9886,170800
-118.29,33.84,33,896,208,843,200,3.5,183000
-117.4,34.09,5,6190,993,3615,963,4.4034,133200
-120.58,40.37,16,3412,667,1873,590,2.2661,61800
-117.38,34.09,8,3955,815,2184,725,3.3438,127600
-121.62,36.69,11,4712,1098,5982,1105,2.5986,135700
-117.95,33.77,38,989,246,691,204,3.2632,180900
-119.02,35.42,36,2044,447,1021,374,1.8472,57400
-122.27,37.78,45,1169,263,723,286,3.9444,212900
-122.26,38.11,52,793,216,505,194,1.9667,93800
-122.82,38.38,27,2565,479,1227,467,4.5132,259900
-121.35,37.96,21,1343,183,462,193,5.8995,189900
-117.28,33.85,16,3498,702,2372,672,2.3229,118000
-118.27,34.06,30,1771,788,2188,764,1.5885,154200
-117.68,33.51,4,2428,401,959,386,6.2661,268500
-120.75,37.69,24,2282,423,1167,398,3.8214,116100
-121.89,37.35,44,1668,380,1143,365,3.2083,181900
-119.3,38.26,19,3325,660,750,286,2.9509,114800
-118.35,34.06,52,3446,1360,1768,1245,2.4722,500001
-122.25,37.84,52,3104,687,1157,647,3.12,241400
-122.04,38.25,37,1176,291,648,271,2.7167,92200
-118,34.15,48,3436,673,1540,648,4.275,256800
-122.04,36.97,45,1302,245,621,258,5.1806,266400
-117.31,33.25,13,3075,630,1843,674,2.8558,97100
-118.39,34.02,38,2447,636,1312,574,3.5909,279400
-118.31,34.08,30,1390,457,1460,423,2.2422,254500
-115.22,33.54,18,1706,397,3424,283,1.625,53500
-117.94,33.88,35,2159,343,833,335,5.3738,365100
-118.02,34.11,35,2454,458,1110,435,3.8029,414800
-119.94,38.92,24,1258,216,235,96,4.6,136800
-122.7,38.46,29,2891,459,1012,441,5.0415,240200
-121.65,36.66,42,4261,840,2013,801,3.5288,221000
-117.98,34.03,21,797,162,484,166,2.625,191100
-121.99,37.25,22,4240,532,1480,514,11.2463,500001
-120.06,37.02,13,6301,1080,3840,1033,3.5258,84900
-118.39,34.17,26,3345,818,1599,773,3.3516,241500
-118.19,33.78,35,1511,593,914,539,0.9318,187500
-119.18,34.18,31,2636,638,2695,614,3.2196,175800
-117.75,34.01,4,22128,3522,10450,3258,6.1287,289600
-118.26,34.24,35,2485,418,1226,406,5.7083,329500
-117.94,33.65,15,2016,443,1015,419,5.2732,209700
-117.81,33.69,5,1256,256,880,288,2.4233,450000
-122.42,37.76,52,3587,1030,2259,979,2.5403,250000
-118.32,34.12,52,3410,800,1218,783,4.15,393500
-117.26,33.09,22,2398,407,349,169,7.0423,500001
-117.55,33.89,25,2999,439,1396,458,5.6973,164800
-122.05,37.36,29,1733,255,679,278,7.5337,406800
-121.64,39.11,18,3212,542,1817,508,3.3793,92900
-117.29,33.63,7,16010,2726,7139,2426,3.8056,162200
-118.31,34.05,42,443,223,582,223,2.2937,350000
-121.88,37.4,9,6751,1575,4240,1438,5.34,257400
-122.21,37.8,48,1321,263,506,252,4.0977,229700
-122.27,38.04,47,1685,405,835,372,2.3103,134500
-116.97,32.78,35,1113,236,681,246,2.9784,136400
-117.71,33.6,25,1949,459,602,428,2.7601,72500
-121.46,38.54,39,1453,324,843,281,1.7692,63900
-122.4,37.72,37,971,248,647,208,2.1187,239300
-118.35,34.05,52,1971,414,1065,409,3.6435,195800
-118.35,33.89,30,1143,299,776,273,4.2829,240000
-118.79,34.14,7,3003,504,1143,466,5.8548,500001
-117.93,33.93,25,2431,534,1702,523,3.7933,184400
-118.44,34.07,26,3535,748,1322,666,7.1674,500001
-118.11,34.18,52,3571,510,1434,490,5.9009,376000
-118.15,33.92,40,1335,281,804,282,4.3194,198400
-121.68,36.9,13,833,130,405,127,5.2729,322900
-118.18,33.77,29,1776,606,1391,488,1.1295,137500
-121.83,37.99,18,2741,449,1507,460,4.7566,142500
-117.68,34.07,32,1775,314,1067,302,4.0375,121300
-118.07,34,42,1392,351,1471,348,2.63,143800
-121.59,39.82,12,1958,369,875,354,2.3507,97600
-118.42,34.27,35,674,153,808,173,2.6667,147800
-122.49,37.77,52,2342,458,1170,458,3.7036,369200
-122.08,37.64,36,1340,245,789,248,3.8,172000
-118.16,33.84,36,2220,367,1002,351,5.0719,219500
-118.08,33.94,21,3933,949,2219,820,2.4926,171400
-119.7,34.43,35,1402,369,654,385,2.6205,318800
-118.74,36.23,22,1033,232,442,136,2.6447,137500
-121.3,38.14,17,3507,696,1867,709,3.2123,120700
-119.69,36.77,22,2456,496,1720,417,2.6875,60600
-116.66,32.79,13,843,157,918,152,6.2152,240600
-121.27,38.72,6,4664,644,2105,663,6.0804,198700
-118.52,34.24,6,3218,949,2295,876,3.0926,418500
-117.26,34.11,33,1210,288,850,238,1.2171,59300
-118.07,34.01,36,1391,283,1025,275,3.2375,176800
-117.89,33.71,16,1591,225,926,239,6.2452,266300
-122.49,37.75,48,2387,424,1041,408,3.7562,321200
-119.73,34.41,29,1769,297,703,269,4.4375,350000
-118.17,33.9,12,3653,993,3215,854,2.8681,114200
-121.88,38.02,46,2112,466,1249,382,2.5737,87000
-117.15,32.92,16,1972,402,1377,413,4.4615,168300
-118.16,33.94,25,3341,789,1685,751,3.6936,238300
-117.7,33.6,16,2092,489,877,392,3.0461,216900
-118.19,34.09,41,2090,530,2043,537,1.9706,144200
-119.01,35.33,32,3068,628,1897,607,2.4234,63700
-121.82,37.24,20,3671,567,1944,589,6.0538,241000
-117.76,34.07,51,1538,394,1173,388,2.3156,109800
-118.45,34,43,1606,408,862,354,3.962,345800
-122.25,37.84,52,2535,489,1094,514,3.6591,299200
-118.19,33.9,36,1073,271,1385,288,2.3214,104800
-118.46,34.06,20,5448,1532,2202,1442,4.2554,500001
-117.94,33.66,16,2095,450,963,411,5.5,224100
-122.11,37.71,36,4569,824,1950,819,4.65,206800
-118.52,34.22,35,1275,222,959,226,5.0282,195400
-118.34,33.93,33,4294,1224,4512,1189,2.8304,143700
-118.47,34.04,21,5041,1491,2719,1420,3.5335,268800
-118.35,34.03,42,2043,512,1634,501,1.9928,125400
-121.68,36.72,12,19234,4492,12153,4372,3.2652,152800
-123.2,39.16,14,1908,484,1195,467,1.7929,82300
-117.9,33.74,18,1884,442,1915,442,2.3783,166700
-117.37,33.22,35,2204,482,1435,462,3.676,125600
-118.05,33.96,37,2622,652,2778,644,2.9714,160300
-122.14,37.42,46,206,44,134,51,4.15,265000
-119.27,34.17,15,11403,2131,3327,1585,4.3693,423300
-121.84,37.25,25,5939,989,3275,954,5.6488,234600
-121.47,37.58,14,1594,292,887,287,4.6625,294000
-118.27,34.05,37,350,245,1122,248,2.7634,137500
-121.4,38.59,18,2614,624,1181,616,2.0432,156800
-121.98,36.96,31,3209,723,1489,692,3.6619,245100
-117.69,33.59,13,3320,426,1432,431,7.9283,348100
-122.26,37.89,52,3078,494,1005,462,6.381,342200
-117.9,34.12,35,957,194,804,221,3.3322,151400
-121.55,38.51,22,2403,431,1088,421,3.9,146900
-116.89,33.73,15,2094,316,937,277,5.3623,201300
-121.15,38.91,23,1654,299,787,299,4.2723,193100
-122.41,37.66,40,1294,308,1177,301,3.6667,218800
-117.96,33.77,32,4398,905,2777,884,4.1321,222800
-117.11,32.77,52,1506,233,478,240,4.3875,3e+05
-122.11,37.11,46,1993,404,850,327,5.208,206800
-120.71,37.39,11,1479,341,1476,327,3.2721,73800
-118.14,34.02,45,1307,283,967,254,2.75,178300
-118.37,33.88,20,2439,474,1219,497,5.9619,335900
-118.35,34.09,47,1800,546,921,478,2.8021,280600
-122.11,37.66,36,1755,316,913,299,4.1302,172700
-117.85,33.86,18,329,72,209,71,4.6806,187500
-121.8,38.01,46,2273,495,1088,447,2.2532,109400
-121.04,39.08,8,2870,526,1307,451,3.463,201700
-120.08,36.95,41,1164,211,476,171,2.4196,70700
